,names,scores,logfoldchanges,pvals,pvals_adj,abslfc
990,CAVIN1,-117.985405,-2.687075,0.0,0.0,2.687075
884,HILPDA,-109.20864,-2.6857247,0.0,0.0,2.6857247
945,KLF2,-115.04669,-2.684575,0.0,0.0,2.684575
148,PRRX1,109.07013,2.6728776,0.0,0.0,2.6728776
66,ERAP1,123.24839,2.6690319,0.0,0.0,2.6690319
950,TCIM,-115.20372,-2.6563883,0.0,0.0,2.6563883
145,SLC8A1,110.14763,2.6530392,0.0,0.0,2.6530392
133,LRP1B,112.630325,2.6389747,0.0,0.0,2.6389747
79,SAT1,122.55466,2.6255505,0.0,0.0,2.6255505
1125,ATP2B1,-123.60921,-2.6238205,0.0,0.0,2.6238205
589,CCDC3,-45.20884,-2.6166975,0.0,0.0,2.6166975
168,HTR4,104.366066,2.6141562,0.0,0.0,2.6141562
679,HOXB-AS3,-68.13877,-2.612396,0.0,0.0,2.612396
603,TLE5,-47.972263,-2.6111326,0.0,0.0,2.6111326
818,STAC,-98.70229,-2.6082091,0.0,0.0,2.6082091
1203,NCK1-DT,-124.58302,-2.6060514,0.0,0.0,2.6060514
112,ITIH2,116.50395,2.604272,0.0,0.0,2.604272
92,DOCK6,121.20141,2.6017833,0.0,0.0,2.6017833
1186,TIPARP,-124.45997,-2.591542,0.0,0.0,2.591542
835,JCAD,-101.66757,-2.5810041,0.0,0.0,2.5810041
115,ARID5B,116.047165,2.575651,0.0,0.0,2.575651
785,GIMAP4,-92.154755,-2.5635521,0.0,0.0,2.5635521
584,SEPTIN11,-44.471596,-2.5628626,0.0,0.0,2.5628626
780,MAFB,-90.77978,-2.5567176,0.0,0.0,2.5567176
726,ENG,-79.51535,-2.551264,0.0,0.0,2.551264
813,FSIP2,-98.31484,-2.5508425,0.0,0.0,2.5508425
914,EPSTI1,-112.69656,-2.5478237,0.0,0.0,2.5478237
102,CENPP,118.056694,2.5398254,0.0,0.0,2.5398254
1065,PCDH10,-122.05919,-2.539218,0.0,0.0,2.539218
871,SCX,-107.797905,-2.5267723,0.0,0.0,2.5267723
1018,FAM107B,-119.53967,-2.5243835,0.0,0.0,2.5243835
999,PAK1,-118.35839,-2.5207276,0.0,0.0,2.5207276
397,CRISPLD2,28.91663,2.51405,7.378282961234584e-184,8.108003254103938e-184,2.51405
791,LRRC10,-93.81788,-2.495956,0.0,0.0,2.495956
1130,ZKSCAN8,-123.70341,-2.4898105,0.0,0.0,2.4898105
970,CA11,-116.6619,-2.4879804,0.0,0.0,2.4879804
144,NPR3,110.33193,2.4833684,0.0,0.0,2.4833684
957,TNFSF4,-115.89724,-2.476191,0.0,0.0,2.476191
511,SULF1,-15.904584,-2.470271,5.889334818958751e-57,6.216750336691151e-57,2.470271
828,PRIM1,-100.26507,-2.4619057,0.0,0.0,2.4619057
1044,LAMB2,-121.13944,-2.4550655,0.0,0.0,2.4550655
714,ADAM33,-76.928505,-2.454774,0.0,0.0,2.454774
897,LZTS1,-110.58868,-2.4530203,0.0,0.0,2.4530203
118,ABTB2,115.82361,2.4523234,0.0,0.0,2.4523234
86,NFIA,121.726,2.4499118,0.0,0.0,2.4499118
731,C21orf58,-80.48177,-2.4448473,0.0,0.0,2.4448473
961,FZD4,-116.1704,-2.4430656,0.0,0.0,2.4430656
852,TMEM163,-103.78948,-2.4426684,0.0,0.0,2.4426684
135,DDR2,112.02973,2.4408138,0.0,0.0,2.4408138
787,TUBA1C,-92.55739,-2.43735,0.0,0.0,2.43735
893,IER2,-110.18275,-2.4305723,0.0,0.0,2.4305723
727,SLC6A4,-79.57952,-2.4254153,0.0,0.0,2.4254153
184,ACSM3,100.483086,2.4220102,0.0,0.0,2.4220102
96,EML6,120.101006,2.4138033,0.0,0.0,2.4138033
593,MICOS13,-46.173042,-2.41116,0.0,0.0,2.41116
1138,DSC2,-123.81185,-2.4055684,0.0,0.0,2.4055684
1152,SLC19A1,-124.17193,-2.3953762,0.0,0.0,2.3953762
126,DUSP1,113.56395,2.394363,0.0,0.0,2.394363
1037,CCND2,-120.93029,-2.3885033,0.0,0.0,2.3885033
840,DGKI,-102.39833,-2.3859098,0.0,0.0,2.3859098
983,TLE3,-117.48891,-2.3853042,0.0,0.0,2.3853042
186,MYBPC3,100.07807,2.376546,0.0,0.0,2.376546
61,DYSF,123.52091,2.3722486,0.0,0.0,2.3722486
223,ADAM19,88.52562,2.367282,0.0,0.0,2.367282
1032,COL4A1,-120.55244,-2.361261,0.0,0.0,2.361261
128,FSTL5,113.41345,2.3605418,0.0,0.0,2.3605418
977,HSPB1,-117.03851,-2.355313,0.0,0.0,2.355313
1066,TTYH3,-122.104,-2.350554,0.0,0.0,2.350554
68,SORBS2,123.1289,2.34903,0.0,0.0,2.34903
881,E2F8,-108.802414,-2.3463345,0.0,0.0,2.3463345
143,SLC35F3,110.335625,2.3423815,0.0,0.0,2.3423815
851,TPM3,-103.718155,-2.3411305,0.0,0.0,2.3411305
182,NTM,101.47447,2.3381276,0.0,0.0,2.3381276
187,IGFN1,100.041115,2.335478,0.0,0.0,2.335478
707,COL14A1,-75.78095,-2.3322597,0.0,0.0,2.3322597
176,KCNIP2,103.61369,2.3285768,0.0,0.0,2.3285768
887,ERO1A,-109.35799,-2.3268168,0.0,0.0,2.3268168
912,SELENOP,-112.3831,-2.3254178,0.0,0.0,2.3254178
1023,G6PD,-119.76231,-2.319825,0.0,0.0,2.319825
647,DHRS9,-60.0451,-2.3167903,0.0,0.0,2.3167903
724,PODXL,-78.99828,-2.3130085,0.0,0.0,2.3130085
103,APBB2,117.90446,2.3102036,0.0,0.0,2.3102036
300,SGIP1,61.333492,2.3036652,0.0,0.0,2.3036652
905,FREM1,-111.909904,-2.3001595,0.0,0.0,2.3001595
928,DNAJB1,-113.91736,-2.2887704,0.0,0.0,2.2887704
64,RUSC2,123.3369,2.2845762,0.0,0.0,2.2845762
121,PPP1R13L,115.06172,2.2829747,0.0,0.0,2.2829747
427,STMN2,18.095158,-2.2733183,3.4795087747558104e-73,3.691133778029502e-73,2.2733183
552,HOPX,-35.562088,-2.254722,5.40382893359352e-277,6.103722440052922e-277,2.254722
925,MEX3B,-113.72289,-2.2267823,0.0,0.0,2.2267823
668,EGR3,-64.289764,-2.221303,0.0,0.0,2.221303
937,SMAD6,-114.68465,-2.221108,0.0,0.0,2.221108
829,GJA3,-100.52702,-2.2194533,0.0,0.0,2.2194533
216,ABRA,90.077156,2.208934,0.0,0.0,2.208934
113,PLPP3,116.35805,2.1989818,0.0,0.0,2.1989818
190,FOSL2,99.43688,2.1917508,0.0,0.0,2.1917508
824,VAMP8,-99.60146,-2.1885917,0.0,0.0,2.1885917
744,CCNF,-84.54294,-2.1871486,0.0,0.0,2.1871486
541,PTGER4,-31.75617,-2.1848924,2.609712112811991e-221,2.888980198684861e-221,2.1848924
856,CYP1B1,-104.66595,-2.184862,0.0,0.0,2.184862
796,FXYD1,-94.482925,-2.180099,0.0,0.0,2.180099
116,AGAP9,115.94686,2.1758292,0.0,0.0,2.1758292
55,PALLD,123.84599,2.170969,0.0,0.0,2.170969
620,ANGPT1,-52.51432,-2.1586845,0.0,0.0,2.1586845
991,HAND2,-118.00143,-2.1583717,0.0,0.0,2.1583717
195,ADCY5,96.98767,2.154366,0.0,0.0,2.154366
687,HLX,-69.81811,-2.1460109,0.0,0.0,2.1460109
762,MEGF6,-87.63055,-2.1433363,0.0,0.0,2.1433363
795,PLXDC1,-94.357,-2.135198,0.0,0.0,2.135198
111,FMNL2,116.581635,2.1344914,0.0,0.0,2.1344914
701,CSRP3,-73.99777,-2.1316211,0.0,0.0,2.1316211
219,NEB,89.5577,2.114508,0.0,0.0,2.114508
191,TMEM100,99.361115,2.1086648,0.0,0.0,2.1086648
683,LGALS1,-68.44187,-2.1042638,0.0,0.0,2.1042638
146,REN,109.34677,2.101861,0.0,0.0,2.101861
1084,MDM2,-122.51848,-2.09714,0.0,0.0,2.09714
587,SEPTIN6,-44.89422,-2.0966938,0.0,0.0,2.0966938
956,ROR2,-115.774055,-2.0964098,0.0,0.0,2.0964098
140,TBX20,110.49041,2.095569,0.0,0.0,2.095569
177,DAB1,103.39391,2.0861437,0.0,0.0,2.0861437
865,LINC02447,-106.76081,-2.0850377,0.0,0.0,2.0850377
172,PPP1R12B,104.00633,2.078759,0.0,0.0,2.078759
733,CA8,-80.71815,-2.0744078,0.0,0.0,2.0744078
565,SLN,-39.705738,-2.069418,0.0,0.0,2.069418
160,RSPO2,106.99777,2.0678236,0.0,0.0,2.0678236
826,ADAMTSL4,-99.659996,-2.0534112,0.0,0.0,2.0534112
715,ART5,-77.2339,-2.0532596,0.0,0.0,2.0532596
1083,PYGO1,-122.50732,-2.0461383,0.0,0.0,2.0461383
1014,UACA,-119.37536,-2.0448546,0.0,0.0,2.0448546
841,LEPR,-102.400566,-2.0446806,0.0,0.0,2.0446806
624,PTGS2,-53.386196,-2.0268974,0.0,0.0,2.0268974
1005,MAN1B1-DT,-118.72178,-2.0244536,0.0,0.0,2.0244536
849,VEGFA,-103.37464,-2.0216508,0.0,0.0,2.0216508
843,ZNF252P-AS1,-102.72131,-2.0216308,0.0,0.0,2.0216308
615,EGR1,-51.042046,-2.0207455,0.0,0.0,2.0207455
936,SLC40A1,-114.588646,-1.9863237,0.0,0.0,1.9863237
830,TNFRSF12A,-101.087074,-1.9859881,0.0,0.0,1.9859881
610,SCGB1B2P,-49.99411,-1.9850494,0.0,0.0,1.9850494
906,LAMB1,-112.00431,-1.9751796,0.0,0.0,1.9751796
309,BCL2A1,58.290127,-1.9749049,0.0,0.0,1.9749049
742,CACNA1D,-84.18945,-1.972612,0.0,0.0,1.972612
550,SPON2,-34.694435,-1.9701921,9.557923389934782e-264,1.0747290168592334e-263,1.9701921
582,RBIS,-43.992092,-1.9686551,0.0,0.0,1.9686551
1114,U2AF2,-123.3421,-1.9638877,0.0,0.0,1.9638877
862,LINC00324,-106.09629,-1.9609008,0.0,0.0,1.9609008
1069,CTSA,-122.21456,-1.960695,0.0,0.0,1.960695
